index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol	prop13	par13	min13	max13
jamellasunique1049	1049	100	1		1		71		ci3			5	5000								ass		1	4	dmg%		71	142	addxp		10	20	ac%		171	413	hp		142	213	res-all		30	43	move1		15	96	ethereal		1	1	indestruct		1	1	oskill	145	6	71	ease		-71	-71						0				
jamellasunique1050	1050	100	1		1		71		ulm			5	5000								allskills		1	2	mana%		35	71	res-all-max		10	20	hp%		35	71	res-all		30	43	oskill	58	6	71	ease		-71	-71	regen		35	142	cast1		10	25	hp		142	213	gold%		192	313						0				
jamellasunique1051	1051	100	1		1		86		ung			5	5000								ass		1	5	hp		172	258	addxp		10	20	gold%		222	358	cheap		10	20	regen		43	172	oskill	32	3	29	res-all		31	45	enr		86	129	all-stats		26	48										0				
jamellasunique1052	1052	100	1		1		78		uhn			5	5000								bar		1	5	dex		78	117	hp%		39	78	move1		15	103	res-all		31	44	hp		156	234	red-dmg		39	78	red-dmg%		27	37	all-stats		24	44														0				
jamellasunique1053	1053	100	1		1		84		urg			5	5000								pal		1	5	res-all		31	45	hp		168	252	hp%		42	84	gold%		218	352	mana-kill		26	47	mag%		109	218	enr		84	126	mana		168	252	res-all-max		10	20	all-stats		26	47	regen-mana		42	168		0				
jamellasunique1054	1054	100	1		1		85		uit			5	5000								dmg%		85	170	vit		85	128	swing1		10	63	res-all		31	45	hp		170	255	red-dmg		42	85	hp%		42	85	str		85	128	heal-kill		26	48	addxp		10	20	demon-heal		26	48	ac-miss		450	875		0				
jamellasunique1055	1055	100	1		1		88		uow			5	5000								ama		1	5	dmg%		88	176	all-stats		27	49	red-dmg%		27	38	ac%		188	464	hp%		44	88	swing1		10	64	regen		44	176	ease		-88	-88	ac		465	905	ethereal		1	1	indestruct		1	1		0				
jamellasunique1056	1056	100	1		1		89		uts			5	5000								allskills		1	2	dmg%		267	445	addxp		10	20	move1		15	114	all-stats		27	50	swing1		10	65	heal-kill		27	50																						0				
jamellasunique1057	1057	100	1		1		99		utg			5	5000								pal		1	5	mana-kill		29	55	ease		-99	-99	light-thorns		99	198	enr		99	149	demon-heal		29	55	heal-kill		29	55	cheap		10	20	dmg-to-mana		25	50	extra-ltng		49	99	vit		99	149						0				
jamellasunique1058	1058	100	1		1		75		uvb			5	5000								nec		1	4	extra-pois		37	75	vit		75	113	mana		150	225	oskill	58	6	75	ease		-75	-75																										0				
jamellasunique1059	1059	100	1		1		58		ulc			5	5000								sor		1	4	cheap		10	20	nofreeze		1	1	mana		116	174	all-stats		19	34	extra-cold		29	58	hp%		29	58	enr		58	87	heal-kill		19	34	regen		29	116	oskill	32	3	20	res-cold-max		10	20		0				
jamellasunique1060	1060	100	1		1		81		uvc			5	5000								pal		1	5	dmg%		81	162	all-stats		25	46	res-all-max		10	20	vit		81	122	gold%		212	343	demon-heal		25	46	thorns		81	162	red-dmg%		27	37	ac-hth		430	835	ethereal		1	1	indestruct		1	1		0				
jamellasunique1061	1061	100	1		1		70		umc			5	5000								ass		1	4	gold%		190	310	addxp		10	20	oskill	58	6	70	mana		140	210	move1		15	95	ease		-70	-70	dmg-to-mana		25	50	regen-mana		35	140	cast1		10	25	demon-heal		22	40						0				
jamellasunique1062	1062	100	1		1		94		utc			5	5000								ama		1	5	res-all		32	46	hp		188	282	vit		94	141	abs-fire%		25	50	move1		15	119	extra-fire		47	94	enr		94	141	fireskill		1	6														0				
jamellasunique1063	1063	100	1		1		99		uhc			5	5000								dru		1	5	hp		198	297	hp%		49	99	regen-mana		49	198	addxp		10	20	mana-kill		29	55	heal-kill		29	55	res-cold-max		10	20																		0				
jamellasunique1064	1064	100	1		1		99		uh9			5	5000								pal		1	5	hp		198	297	gold%		248	397	heal-kill		29	55	demon-heal		29	55	res-all		32	46	mana		198	297																						0				
jamellasunique1065	1065	100	1		1		89		ush			5	5000								allskills		1	2	mana%		44	89	addxp		10	20	oskill	276	6	89	mag%		114	228	dmg-to-mana		25	50	demon-heal		27	50	cheap		10	20	move1		15	114														0				
jamellasunique1066	1066	100	1		1		37		ba6			5	5000								allskills		1	1	hp		74	111	regen		18	74	gold%		124	211	light-thorns		37	74	demon-heal		14	24	heal-kill		14	24	regen-mana		18	74																		0				
jamellasunique1067	1067	100	1		1		49		ba8			5	5000								allskills		1	1	regen		24	98	hp%		24	49	abs-fire%		25	50	mag%		74	148																														0				
jamellasunique1068	1068	100	1		1		45		ba9			5	5000								allskills		1	1	heal-kill		16	28	hp%		22	45	red-mag		22	45	res-pois		31	48	vit		45	68																										0				
jamellasunique1069	1069	100	1		1		45		pa7			5	5000								pal		1	3	oskill	58	6	45	abs-cold%		25	50	hp%		22	45	res-all		27	39	gold%		140	235	mag%		70	140																						0				
jamellasunique1070	1070	100	1		1		33		ne6			5	5000								allskills		1	1	aura	105	3	11	half-freeze		1	1	hp%		16	33	res-all-max		10	20	hp		66	99																										0				
jamellasunique1071	1071	100	1		1		58		ne9			5	5000								allskills		1	2	hp%		29	58	demon-heal		19	34	ethereal		1	1	indestruct		1	1	gold%		166	274	oskill	32	3	20	ac		315	605	balance1		35	35	mag%		83	166	cheap		10	20						0				
jamellasunique1072	1072	100	1		1		67		drc			5	5000								allskills		1	2	addxp		10	20	ease		-67	-67	move1		15	92	all-stats		21	39	cast1		10	25	res-all		30	43	oskill	94	6	67	mana-kill		21	39	regen-mana		33	134	mag%		92	184	regen		33	134		0				
jamellasunique1073	1073	100	1		1		62		drd			5	5000								dru		1	4	ease		-62	-62	aura	100	3	21	extra-fire		31	62	gold%		174	286	dmg-to-mana		25	50	fireskill		1	5	vit		62	93	res-all		29	42	enr		62	93	demon-heal		20	36						0				
jamellasunique1074	1074	100	1		1		76		pab			5	5000								allskills		1	2	mana%		38	76	gold%		202	328	addxp		10	20	res-pois-len		75	75	dmg-to-mana		25	50	demon-heal		24	43																						0				
jamellasunique1075	1075	100	1		1		99		pae			5	5000								pal		1	5	extra-cold		49	99	abs-cold%		25	50	regen-mana		49	198	regen		49	198	aura	105	3	33																										0				
jamellasunique1076	1076	100	1		1		91		paf			5	5000								pal		1	5	regen-mana		45	182	hp		182	273	hp%		45	91	mana%		45	91	addxp		10	20																										0				
jamellasunique1077	1077	100	1		1		47		rin			5	5000								sor		1	3	mana-kill		16	29	all-stats		16	29	move1		15	72	res-all		27	39	heal-kill		16	29	gold%		144	241	addxp		10	20	demon-heal		16	29	light-thorns		47	94	regen		23	94						0				
jamellasunique1078	1078	100	1		1		99		rin			5	5000								sor		1	5	demon-heal		29	55	mag%		124	248	enr		99	149	res-all-max		10	20	res-all		32	46																										0				
jamellasunique1079	1079	100	1		1		21		amu			5	5000								ama		1	2	pal		1	2	mana		42	63	extra-cold		10	21	res-all		21	31																														0				
jamellasunique1080	1080	100	1		1		51		amu			5	5000								ass		1	4	regen-mana		25	102	oskill	32	3	17	addxp		10	20	res-fire-max		10	20	demon-heal		17	31	ease		-51	-51	enr		51	77	abs-fire%		25	50	mana-kill		17	31	gold%		152	253						0				
jamellasunique1081	1081	100	1		1		49		amu			5	5000								ama		1	3	dmg%		49	98	res-all		27	39	gold%		148	247	heal-kill		17	30	regen		24	98	pal		1	3	mag%		74	148	thorns		49	98	vit		49	74	str		49	74						0				
jamellasunique1082	1082	100	1		1		76		amu			5	5000								ass		1	5	res-ltng-max		10	20	ease		-76	-76	cheap		10	20	gold%		202	328	dmg-to-mana		25	50	regen-mana		38	152	hp		152	228	oskill	57	6	76	heal-kill		24	43	mana-kill		24	43	demon-heal		24	43		0				
jamellasunique1083	1083	100	1		1		89		amu			5	5000								dru		1	5	gold%		228	367	mana%		44	89	res-all		32	45	regen-mana		44	178	ease		-89	-89	addxp		10	20	demon-heal		27	50	res-pois-len		75	75	heal-kill		27	50	mana-kill		27	50	dmg-to-mana		25	50		0				
jamellasunique1084	1084	100	1		1		2		hax			5	5000								dru		1	2	vit		2	3	ease		-2	-2																																						0				
jamellasunique1085	1085	100	1		1		4		spc			5	5000								pal		1	2	gold%		58	112	extra-ltng		8	12	hp%		2	4																																		0				
jamellasunique1086	1086	100	1		1		18		clm			5	5000								pal		1	2	dmg%		140	280	str		18	27	dmg-norm		90	180																																		0				
jamellasunique1087	1087	100	1		1		35		tsp			5	5000								allskills		1	1	extra-fire		70	105	ease		-35	-35	demon-heal		13	23	gold%		120	205	abs-fire%		25	50	mag%		60	120	cheap		10	20																		0				
jamellasunique1088	1088	100	1		1		36		hal			5	5000								ama		1	3	hp		72	108	enr		36	54	mag%		61	122	ease		-36	-36	half-freeze		1	1	regen		18	72	aura	114	3	12	abs-cold%		25	50	pierce-immunity-cold		300	300										0				
jamellasunique1089	1089	100	1		1		23		bst			5	5000								nec		1	2	res-pois-max		10	20	vit		23	35	move1		15	48	mag%		48	96	oskill	81	6	23	gold%		96	169																						0				
jamellasunique1090	1090	100	1		1		50		9gw			5	5000								dru		1	3	abs-cold%		25	50	res-cold		32	49	pierce-immunity-cold		300	300	move1		15	75	all-stats		17	30	mana		100	150																						0				
jamellasunique1091	1091	100	1		1		34		9ma			5	5000								sor		1	3	demon-heal		13	22	pierce-immunity-light		300	300	enr		34	51	ease		-34	-34	regen		17	68																										0				
jamellasunique1092	1092	100	1		1		36		9fc			5	5000								dru		1	3	res-pois-max		10	20	all-stats		14	23	enr		36	54	res-all		25	36	dmg-pois	75	180	360	pierce-immunity-poison		300	300	vit		36	54	mana%		18	36														0				
jamellasunique1093	1093	100	1		1		46		9di			5	5000								dru		1	3	ease		-46	-46	res-all		27	39	pierce-immunity-poison		300	300	extra-pois		138	184	vit		46	69	gold%		142	238	demon-heal		16	28																		0				
jamellasunique1094	1094	100	1		1		37		9tk			5	5000								pal		1	3	res-all		25	37	demon-heal		14	24	gold%		124	211	heal-kill		14	24	mag%		62	124	mana-kill		14	24	ease		-37	-37	regen-mana		18	74	addxp		10	20										0				
jamellasunique1095	1095	100	1		1		35		9bk			5	5000								allskills		1	1	dmg%		225	450	ethereal		1	1	indestruct		1	1	vit		35	53																														0				
jamellasunique1096	1096	100	1		1		39		9pa			5	5000								ama		1	3	demon-heal		14	25	regen-mana		19	78	enr		39	59	res-all		26	37	mana		78	117	move1		15	64	gold%		128	217	ease		-39	-39														0				
jamellasunique1097	1097	100	1		1		37		8ls			5	5000								ass		1	3	demon-heal		14	24	move1		15	62	mana-kill		14	24	regen		18	74	mag%		62	124																										0				
jamellasunique1098	1098	100	1		1		53		8cs			5	5000								allskills		1	2	gold%		156	259	all-stats		18	32	hp%		26	53	light-thorns		53	106	addxp		10	20	cheap		10	20	demon-heal		18	32	mana-kill		18	32	heal-kill		18	32										0				
jamellasunique1099	1099	100	1		1		18		clw			5	5000								ass		1	2	regen-mana		9	36	heal-kill		9	14	cheap		10	20	gold%		86	154	cast1		10	25																										0				
jamellasunique1100	1100	100	1		1		48		9lw			5	5000								ass		1	3	extra-pois		144	192	dmg-pois	75	240	480	hp		96	144	res-all		27	39	enr		48	72	all-stats		17	29	hp%		24	48	res-pois-len		75	75	oskill	121	6	48	mana		96	144						0				
jamellasunique1101	1101	100	1		1		62		7lw			5	5000								allskills		1	2	regen-mana		31	124	mana%		31	62	heal-kill		20	36	gold%		174	286	demon-heal		20	36	pierce-immunity-fire		300	300	cast1		10	25	res-all		29	42														0				
jamellasunique1102	1102	100	1		1		83		7ax			5	5000								pal		1	5	dmg%		465	930	addxp		10	20	demon-heal		25	47	att-demon		183	449	dmg-ac		50	880	hp		166	249																						0				
jamellasunique1103	1103	100	1		1		95		7wd			5	5000								bar		1	5	crush		25	48	str		95	143	pierce-immunity-damage		300	300	all-stats		28	53	gold%		240	385	regen		47	190	heal-kill		28	53																		0				
jamellasunique1104	1104	100	1		1		60		72h			5	5000								ass		1	4	regen		30	120	hp		120	180	demon-heal		20	35	mag%		85	170	heal-kill		20	35	enr		60	90	mana		120	180	extra-fire		120	180	all-stats		20	35										0				
jamellasunique1105	1105	100	1		1		58		7tk			5	5000								pal		1	4	res-cold		33	51	vit		58	87	abs-cold%		25	50	enr		58	87	mana-kill		19	34	addxp		10	20	freeze		1	1	hp%		29	58	res-cold-max		10	20	mana%		29	58						0				
jamellasunique1106	1106	100	1		1		89		7s8			5	5000								ama		1	5	dmg%		495	990	ethereal		1	1	indestruct		1	1	all-stats		27	50	move1		15	114	addxp		10	20	levelreq		1	1																		0				
jamellasunique1107	1107	100	1		1		78		6hx			5	5000								allskills		1	2	cast1		10	25	mana-kill		24	44	demon-heal		24	44	mag%		103	206	regen		39	156	heal-kill		24	44	aura	118	3	26	cheap		10	20														0				
jamellasunique1108	1108	100	1		1		99		6rx			5	5000								allskills		1	2	dmg%		545	1090	move1		15	124	dmg-norm		495	990	att-undead		199	497	aura	98	3	33	ignore-ac		1	1	dmg-undead		497	995	att-demon		199	497	ease		-99	-99	res-all-max		10	20	indestruct		1	1		0				
jamellasunique1109	1109	100	1		1		17		am1			5	5000								ama		1	2	move1		15	42	regen		8	34	mag%		42	84	heal-kill		9	14	aura	114	3	6																										0				
jamellasunique1110	1110	100	1		1		59		ob8			5	5000								sor		1	4	cast1		10	25	res-cold		33	51	vit		59	89	regen		29	118	gold%		168	277	mana%		29	59	move1		15	84	extra-cold		118	177	heal-kill		19	35										0				
jamellasunique1111	1111	100	1		1		78		obb			5	5000								allskills		1	2	hp%		39	78	regen-mana		39	156	mag%		103	206	oskill	54	3	26	vit		78	117	extra-fire		156	234	regen		39	156	mana-kill		24	44														0				
jamellasunique1112	1112	100	1		1		81		ame			5	5000								allskills		1	2	res-cold		36	55	hp		162	243	move1		15	106	extra-cold		162	243	mana-kill		25	46	half-freeze		1	1	ease		-81	-81																		0				
jamellasunique1113	1113	100	1		1		11		rng			5	5000								ass		1	2	extra-fire		5	11	cast1		10	25																																						0				
jamellasunique1114	1114	100	1		1		22		spl			5	5000								allskills		1	1	dmg%		66	110	res-all-max		10	20	ac-hth		135	245	regen		11	44																														0				
jamellasunique1115	1115	100	1		1		13		mgl			5	5000								ass		1	2	mana%		6	13	enr		13	20	heal-kill		8	12	regen		6	26	mag%		38	76	demon-heal		8	12																						0				
jamellasunique1116	1116	100	1		1		31		hgl			5	5000								dru		1	3	red-dmg%		21	29	hp%		15	31	dex		31	47	swing1		10	36	vit		31	47	ethereal		1	1	indestruct		1	1	cheap		10	20														0				
jamellasunique1117	1117	100	1		1		1		lbt			5	5000								sor		1	2	mana		2	3	addxp		10	20																																						0				
jamellasunique1118	1118	100	1		1		54		xlm			5	5000								allskills		1	2	gold%		158	262	dmg-to-mana		25	50	demon-heal		18	32	mag%		79	158	mana-kill		18	32	enr		54	81	res-all-max		10	20	res-all		28	40	abs-ltng%		25	50										0				
jamellasunique1119	1119	100	1		1		41		xhl			5	5000								allskills		1	1	mana-kill		15	26	res-cold-max		10	20	vit		41	62	cheap		10	20	gold%		132	223	ease		-41	-41	regen-mana		20	82	aura	105	3	14														0				
jamellasunique1120	1120	100	1		1		48		xhm			5	5000								ama		1	3	demon-heal		17	29	res-all-max		10	20	addxp		10	20	regen		24	96	ease		-48	-48	gold%		146	244	regen-mana		24	96	oskill	58	6	48	mana-kill		17	29	dmg-to-mana		25	50						0				
jamellasunique1121	1121	100	1		1		59		xrs			5	5000								dru		1	4	res-all		29	41	red-dmg%		25	34	oskill	32	3	20	dmg%		177	295	ac		320	615	hp%		29	59	demon-heal		19	35																		0				
jamellasunique1122	1122	100	1		1		69		xlt			5	5000								dru		1	4	demon-heal		22	40	nofreeze		1	1	aura	105	3	23	heal-kill		22	40	half-freeze		1	1	res-all		30	43	addxp		10	20	regen		34	138														0				
jamellasunique1123	1123	100	1		1		41		xrg			5	5000								dmg%		41	82	allskills		1	1	str		41	62	move1		15	66	swing1		10	41	addxp		10	20	balance1		35	35	ac		230	435																		0				
jamellasunique1124	1124	100	1		1		39		xvg			5	5000								pal		1	3	dmg%		39	78	ac		220	415	gold%		128	217	ac%		139	317																														0				
jamellasunique1125	1125	100	1		1		48		xmb			5	5000								allskills		1	1	gold%		146	244	ease		-48	-48	heal-kill		17	29	oskill	57	6	48	addxp		10	20	res-all-max		10	20	mag%		73	146																		0				
jamellasunique1126	1126	100	1		1		3		dr1			5	5000								allskills		1	1	cast1		10	25	addxp		10	20																																						0				
jamellasunique1127	1127	100	1		1		2		ba1			5	5000								allskills		1	1	res-pois-max		10	20	vit		2	3																																						0				
jamellasunique1128	1128	100	1		1		22		ba4			5	5000								allskills		1	1	res-all		22	31	red-mag		11	22	move1		15	47	vit		22	33	mag%		47	94	cheap		10	20	all-stats		10	16	mana		44	66														0				
jamellasunique1129	1129	100	1		1		16		ne4			5	5000								nec		1	2	ease		-16	-16	regen-mana		8	32	mana		32	48	mana-kill		9	13	gold%		82	148	demon-heal		9	13																						0				
jamellasunique1130	1130	100	1		1		84		ci3			5	5000								ama		1	5	red-mag		42	84	abs-ltng%		25	50	regen-mana		42	168	cheap		10	20	addxp		10	20	mag%		109	218	demon-heal		26	47	dmg-to-mana		25	50	ease		-84	-84										0				
jamellasunique1131	1131	100	1		1		84		uhn			5	5000								ama		1	5	move1		15	109	vit		84	126	ac%		184	452	all-stats		26	47	cheap		10	20	levelreq		1	1	demon-heal		26	47	pal		1	5	res-all		31	45										0				
jamellasunique1132	1132	100	1		1		96		uit			5	5000								dmg%		96	192	res-all-max		10	20	res-all		32	46	vit		96	144	hp%		48	96	ac%		196	488	red-dmg%		28	39	ease		-96	-96	oskill	145	6	96	mag%		121	242	cheap		10	20	ac		505	985		0				
jamellasunique1133	1133	100	1		1		85		uow			5	5000								allskills		1	2	regen		42	170	red-mag		42	85	mag%		110	220	addxp		10	20	aura	110	3	29	regen-mana		42	170																						0				
jamellasunique1134	1134	100	1		1		99		utg			5	5000								ama		1	5	enr		99	149	ease		-99	-99	res-pois-len		75	75	addxp		10	20	dmg-to-mana		25	50	hp		198	297	res-all		32	46	regen		49	198														0				
jamellasunique1135	1135	100	1		1		56		ulc			5	5000								dru		1	4	fireskill		1	4	extra-fire		28	56	hp		112	168	res-fire		33	51	hp%		28	56	aura	100	3	19	dmg-to-mana		25	50	gold%		162	268	addxp		10	20	mag%		81	162						0				
jamellasunique1136	1136	100	1		1		77		umc			5	5000								dru		1	5	dex		77	116	heal-kill		24	44	ac		410	795	mag%		102	204	demon-heal		24	44	ac-miss		410	795	balance1		35	35	regen		38	154	addxp		10	20	cheap		10	20	ethereal		1	1		0	indestruct		1.0	1.0
jamellasunique1137	1137	100	1		1		82		ush			5	5000								allskills		1	2	dmg%		246	410	hp%		41	82	dex		82	123	demon-heal		25	46	mag%		107	214	ease		-82	-82	ac		435	845	regen		41	164	block		40	80	heal-kill		25	46	thorns		82	164		0				
jamellasunique1138	1138	100	1		1		55		ne9			5	5000								allskills		1	2	dmg%		55	110	res-all		28	41	mag%		80	160	addxp		10	20	levelreq		1	1	regen		27	110	ease		-55	-55																		0				
