index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
jamellasunique1059	1059	100	1		1		70		ulb			5	5000								ass		1	4	res-fire		35	54	fireskill		1	5	res-fire-max		10	20	abs-fire		5	35	addxp		10	20	ease		100	100																						0
jamellasunique1060	1060	100	1		1		92		uvb			5	5000								aura	 109	3	31	ac%		192	476	swing1		25	117	res-all-max		10	20	hp		184	276	red-dmg		92	184	all-stats		28	51	move1		25	117	ac-miss		485	945														0
jamellasunique1061	1061	100	1		1		66		ulc			5	5000								bar		1	4	hp%		33	66	res-all		29	42	red-dmg		66	132	ac		355	685	ac-miss		355	685	thorns		66	266	ease		100	100	demon-heal		21	38														0
jamellasunique1062	1062	100	1		1		92		uhc			5	5000								ass		1	5	aura	100	3	31	res-fire-max		10	20	all-stats		28	51	abs-fire		5	46	res-all-max		10	20	abs-fire%		25	50	mana-kill		28	51	vit		92	138	cast1		15	25	res-fire		37	57	res-all		32	46		0
jamellasunique1063	1063	100	1		1		97		ush			5	5000								pal		1	5	mana%		48	97	hp%		48	97	oskill	58	6	97	enr		97	146	aura	100	3	33	vit		97	146	dmg-to-mana		25	50	cheap		10	20	abs-fire%		25	50	red-mag		97	194						0
jamellasunique1064	1064	100	1		1		32		dr6			5	5000								oskill	32	3	11	aura	100	3	11	vit		32	48	res-fire		28	44	demon-heal		13	21	heal-kill		13	21	regen		30	30	enr		32	48	mana%		16	32	move1		25	57										0
jamellasunique1065	1065	100	1		1		58		dr8			5	5000								mana%		29	58	all-stats		19	34	res-cold		33	51	nofreeze		1	1	mana		116	174	abs-cold%		25	50	cast1		15	25	extra-cold		108	216																		0
jamellasunique1066	1066	100	1		1		50		ba9			5	5000								oskill	145	6	50	dex		50	75	aura	 103	3	17	red-dmg		50	100	balance1		35	35	heal-kill		17	30	ac		275	525																						0
jamellasunique1067	1067	100	1		1		47		pa7			5	5000								oskill	58	6	47	res-cold		32	49	cast1		15	25	red-mag		47	94	abs-cold		5	24	nofreeze		1	1																										0
jamellasunique1068	1068	100	1		1		68		pa9			5	5000								aura	100	3	23	oskill	58	6	68	pal		1	4	vit		68	102	res-fire-max		10	20	dmg-to-mana		25	50	ease		100	100	heal-kill		22	39																		0
jamellasunique1069	1069	100	1		1		31		ne6			5	5000								aura	105	3	11	nofreeze		1	1	res-cold-max		10	20	heal-kill		12	21	dmg-to-mana		25	50	regen-mana		50	50	demon-heal		12	21	cheap		10	20	addxp		10	20	gold%		112	193										0
jamellasunique1070	1070	100	1		1		36		ne7			5	5000								oskill	32	3	12	vit		36	54	red-mag		36	72	res-all		25	36	res-all-max		10	20	ease		100	100																										0
jamellasunique1071	1071	100	1		1		41		ne8			5	5000								oskill	276	6	41	hp%		20	41	abs-ltng%		25	50	all-stats		15	26	regen		30	30	dmg-to-mana		25	50	addxp		10	20	light-thorns		41	82	vit		41	62														0
jamellasunique1072	1072	100	1		1		59		ne9			5	5000								oskill	 50	6	59	nofreeze		1	1	gold%		168	277	nec		1	4	res-cold-max		10	20	heal-kill		19	35	addxp		10	20	mana-kill		19	35	dmg-to-mana		25	50														0
jamellasunique1073	1073	100	1		1		95		drd			5	5000								enr		95	143	hp%		47	95	abs-cold%		25	50	addxp		10	20	mag%		120	240	regen		30	30	demon-heal		28	53	gold%		240	385	dmg-to-mana		25	50														0
jamellasunique1074	1074	100	1		1		82		bad			5	5000								hp%		41	82	bar		1	5	res-all-max		10	20	res-pois-max		10	20	extra-pois		132	264	mana		164	246	ease		100	100	enr		82	123	mana%		41	82	oskill	58	6	82										0
jamellasunique1075	1075	100	1		1		1		rin			5	5000								ass		1	2	vit		1	2	hp%		0	1																																						0
jamellasunique1076	1076	100	1		1		66		rin			5	5000								nec		1	4	abs-cold		5	33	res-cold		34	53	all-stats		21	38	cheap		10	20	ease		100	100	gold%		182	298																						0
jamellasunique1077	1077	100	1		1		74		rin			5	5000								vit		74	111	cast1		15	25	hp		148	222	res-ltng-max		10	20	gold%		198	322	addxp		10	20	light-thorns		74	148	dru		1	4	oskill	153	6	74														0
jamellasunique1078	1078	100	1		1		95		rin			5	5000								bar		1	5	abs-fire		5	48	res-all		32	46	res-fire		37	57	hp		190	285	mag%		120	240	demon-heal		28	53	oskill	32	3	32	extra-fire		145	290	res-fire-max		10	20	mana		190	285	regen		30	30		0
jamellasunique1079	1079	100	1		1		99		rin			5	5000								ass		1	5	all-stats		29	55	hp		198	297	demon-heal		29	55	regen-mana		50	50	dmg-to-mana		25	50	mana-kill		29	55																						0
jamellasunique1080	1080	100	1		1		1		amu			5	5000								allskills		1	1	str		1	2	swing1		25	26																																						0
jamellasunique1081	1081	100	1		1		5		lax			5	5000								pal		1	2	aura	114	3	3	enr		5	8	dmg-cold	150	25	50																																		0
jamellasunique1082	1082	100	1		1		28		gax			5	5000								dru		1	3	oskill	58	6	28	abs-ltng		5	14	res-ltng-max		10	20	demon-heal		12	19																														0
jamellasunique1083	1083	100	1		1		21		bwn			5	5000								pal		1	2	aura	102	3	7	extra-fire		71	142	dmg-fire		105	210	mana		42	63	mag%		46	92	regen-mana		50	50	cheap		10	20	oskill	81	6	21														0
jamellasunique1084	1084	100	1		1		2		scp			5	5000								pal		1	2	abs-cold%		25	50	res-cold-max		10	20																																						0
jamellasunique1085	1085	100	1		1		3		spc			5	5000								aura	114	3	3	nec		1	2	mana%		1	3																																						0
jamellasunique1086	1086	100	1		1		14		mst			5	5000								pal		1	2	aura	118	3	5	mana%		7	14	hp%		7	14																																		0
jamellasunique1087	1087	100	1		1		30		bsw			5	5000								dmg%		290	650	dex		30	45	dmg-norm		150	300	att-demon		130	290	att-undead		130	290	dmg-undead		290	650																										0
jamellasunique1088	1088	100	1		1		25		hal			5	5000								crush		25	25	swing1		25	50	openwounds		35	70	dmg-undead		275	625	dmg-ac		50	1075	indestruct		1	1	ethereal		1	1																						0
jamellasunique1089	1089	100	1		1		13		cst			5	5000								nec		1	2	aura	102	3	5	enr		13	20																																						0
jamellasunique1090	1090	100	1		1		17		bst			5	5000								dru		1	2	aura	118	3	6	abs-ltng%		25	50	regen		30	30	addxp		10	20	ease		100	100	mana-kill		9	14	heal-kill		9	14																		0
jamellasunique1091	1091	100	1		1		21		sbb			5	5000								sor		1	2	deadly		35	70	reduce-ac		50	75	heal-kill		10	16	balance1		35	35	ignore-ac		1	1	lifesteal		4	8																						0
jamellasunique1092	1092	100	1		1		34		9wn			5	5000								sor		1	3	all-stats		13	22	res-fire-max		10	20	res-all		25	36	extra-fire		84	168	cheap		10	20	gold%		118	202	ease		100	100	demon-heal		13	22														0
jamellasunique1093	1093	100	1		1		50		9yw			5	5000								aura	118	3	17	pal		1	3	oskill	32	3	17	vit		50	75	mana%		25	50	res-all		27	40	ease		100	100	light-thorns		50	100	enr		50	75	hp%		25	50										0
jamellasunique1094	1094	100	1		1		67		9gw			5	5000								aura	118	3	23	abs-ltng		5	34	abs-ltng%		25	50	extra-ltng		117	234	light-thorns		67	134	allskills		1	2	res-ltng-max		10	20	move1		25	92	dmg-ltng		335	670	demon-heal		21	39	regen		30	30						0
jamellasunique1095	1095	100	1		1		44		9mt			5	5000								mana%		22	44	hp%		22	44	pal		1	3	enr		44	66	res-pois		31	48	dmg-pois	75	220	440	cast1		15	25	res-pois-max		10	20																		0
jamellasunique1096	1096	100	1		1		43		9cm			5	5000								pal		1	3	abs-ltng%		25	50	abs-ltng		5	22	hp		86	129	res-ltng-max		10	20	res-ltng		31	48	res-all		26	38	demon-heal		15	27																		0
jamellasunique1097	1097	100	1		1		36		9gs			5	5000								sor		1	3	dex		36	54	att-demon		136	308	balance1		35	35	dmg%		308	680	lifesteal		4	8	slow		25	40	ease		100	100	ignore-ac		1	1	att		205	385										0
jamellasunique1098	1098	100	1		1		58		9fb			5	5000								aura	118	3	20	abs-ltng		5	29	res-ltng		33	51	dmg-ltng		290	580	extra-ltng		108	216	cast1		15	25	res-all		29	41	mana		116	174																		0
jamellasunique1099	1099	100	1		1		48		9kr			5	5000								oskill	81	6	48	res-all-max		10	20	heal-kill		17	29	vit		48	72	res-all		27	39	mana-kill		17	29																										0
jamellasunique1100	1100	100	1		1		34		9b7			5	5000								pal		1	3	fireskill		1	3	regen		30	30	mana-kill		13	22	cheap		10	20	addxp		10	20	mana%		17	34	dmg-fire		170	340	demon-heal		13	22														0
jamellasunique1101	1101	100	1		1		28		8ss			5	5000								bar		1	3	oskill	276	6	28	aura	118	3	10	res-all		23	34	heal-kill		12	19	vit		28	42	abs-ltng%		25	50																						0
jamellasunique1102	1102	100	1		1		47		8ls			5	5000								mana%		23	47	allskills		1	1	res-pois		32	49	cast1		15	25	res-all		27	39	all-stats		16	29	ease		100	100	addxp		10	20																		0
jamellasunique1103	1103	100	1		1		55		8ws			5	5000								bar		1	4	res-all-max		10	20	abs-cold		5	28	extra-cold		105	210	abs-cold%		25	50	res-cold-max		10	20	all-stats		18	33	dmg-cold	150	275	550																		0
jamellasunique1104	1104	100	1		1		37		8mx			5	5000								pal		1	3	enr		37	56	mana		74	111	cast1		15	25	abs-ltng%		25	50	hp		74	111	gold%		124	211	aura	118	3	13	oskill	276	6	37														0
jamellasunique1105	1105	100	1		1		16		ces			5	5000								ass		1	2	extra-pois		66	132	regen		30	30	hp%		8	16	res-pois-max		10	20	res-pois-len		75	75	regen-mana		50	50																						0
jamellasunique1106	1106	100	1		1		23		skr			5	5000								dmg%		269	615	dmg-undead		269	615	dmg-norm		115	230	att		140	255	str		23	35	crush		25	25	dex		23	35	move1		25	48																		0
jamellasunique1107	1107	100	1		1		50		9xf			5	5000								enr		50	75	fireskill		1	4	res-fire-max		10	20	cast1		15	25	res-fire		32	49	mana-kill		17	30	ease		100	100	addxp		10	20	mag%		75	150	cheap		10	20	heal-kill		17	30						0
jamellasunique1108	1108	100	1		1		82		72a			5	5000								enr		82	123	res-pois-max		10	20	dmg-pois	75	410	820	mana-kill		25	46	ease		100	100	gold%		214	346	demon-heal		25	46																						0
jamellasunique1109	1109	100	1		1		99		7gm			5	5000								lifesteal		4	8	crush		25	50	hp%		49	99	oskill	81	6	99	att%		199	497	indestruct		1	1	att		520	1015	ethereal		1	1	noheal		1	1	balance1		35	35	thorns		99	299						0
jamellasunique1110	1110	100	1		1		96		7tk			5	5000								ama		1	5	fireskill		1	6	res-fire-max		10	20	demon-heal		29	53	ease		100	100	mana-kill		29	53	cheap		10	20	regen-mana		50	50	oskill	81	6	96	res-all		32	46	mag%		121	242	addxp		10	20		0
jamellasunique1111	1111	100	1		1		75		7bk			5	5000								oskill	54	3	25	vit		75	113	extra-pois		125	250	dmg-pois	75	375	750	hp		150	225	res-pois-max		10	20	cast1		15	25	ease		100	100	regen-mana		50	50	regen		30	30	addxp		10	20	demon-heal		23	43		0
jamellasunique1112	1112	100	1		1		91		6bs			5	5000								dru		1	5	hp%		45	91	res-pois		37	57	res-all-max		10	20	all-stats		27	51	hp		182	273																										0
jamellasunique1113	1113	100	1		1		9		ob2			5	5000								enr		9	14	nec		1	2	res-pois		18	28	mana		18	27	res-all		15	22	res-pois-len		75	75																										0
jamellasunique1114	1114	100	1		1		26		ob5			5	5000								pal		1	3	vit		26	39	cast1		15	25	res-pois		27	41	res-pois-len		75	75																														0
jamellasunique1115	1115	100	1		1		43		ob6			5	5000								ass		1	3	abs-fire%		25	50	cast1		15	25	cheap		10	20	demon-heal		15	27	regen		30	30	regen-mana		50	50	addxp		10	20	oskill	249	6	43														0
jamellasunique1116	1116	100	1		1		99		obc			5	5000								dru		1	5	vit		99	149	mana%		49	99	oskill	81	6	99	enr		99	149	hp%		49	99																										0
jamellasunique1117	1117	100	1		1		99		obf			5	5000								hp%		49	99	res-fire-max		10	20	dmg-fire		495	990	res-all-max		10	20	res-all		32	46	res-fire		38	58	addxp		10	20	demon-heal		29	55																		0
jamellasunique1118	1118	100	1		1		13		hlm			5	5000								aura	110	3	5	ama		1	2	abs-ltng%		25	50	move1		25	38																																		0
jamellasunique1119	1119	100	1		1		3		hla			5	5000								ass		1	2	vit		3	5	enr		3	5																																						0
jamellasunique1120	1120	100	1		1		40		hbl			5	5000								aura	100	3	14	all-stats		15	25	addxp		10	20	allskills		1	1	enr		40	60	mana%		20	40	hp%		20	40	cast1		15	25																		0
jamellasunique1121	1121	100	1		1		44		xhl			5	5000								nec		1	3	mana%		22	44	res-pois		31	48	res-pois-max		10	20	res-all-max		10	20	extra-pois		94	188	demon-heal		16	27	regen		30	30	addxp		10	20	gold%		138	232										0
jamellasunique1122	1122	100	1		1		56		xrs			5	5000								dru		1	4	mana%		28	56	res-all		28	41	mag%		81	162	res-pois-len		75	75	ease		100	100	regen-mana		50	50	demon-heal		19	33	cheap		10	20	addxp		10	20	regen		30	30	heal-kill		19	33		0
jamellasunique1123	1123	100	1		1		68		xtp			5	5000								oskill	145	6	68	ac%		168	404	red-dmg		68	136	all-stats		22	39	gold%		186	304	thorns		68	268																										0
jamellasunique1124	1124	100	1		1		56		xmg			5	5000								bar		1	4	red-mag		56	112	move1		25	81	nofreeze		1	1	abs-cold		5	28	abs-cold%		25	50	all-stats		19	33	res-all-max		10	20																		0
jamellasunique1125	1125	100	1		1		38		zvb			5	5000								ama		1	3	aura	100	3	13	mana		76	114	gold%		126	214	oskill	94	6	38	extra-fire		88	176	demon-heal		14	24	vit		38	57	abs-fire		5	19	abs-fire%		25	50										0
jamellasunique1126	1126	100	1		1		7		pa2			5	5000								aura	99	3	3	pal		1	2	str		7	11	res-all-max		10	20	res-all		13	20																														0
jamellasunique1127	1127	100	1		1		8		ne2			5	5000								aura	105	3	3	extra-cold		58	116	abs-cold		5	5	half-freeze		1	1																																		0
jamellasunique1128	1128	100	1		1		59		ukp			5	5000								pal		1	4	dex		59	89	str		59	89	res-all-max		10	20	ac%		159	377	balance1		35	35	regen		30	30	ethereal		1	1	ac-hth		320	615	red-dmg%		25	34	aura	99	3	20						0
jamellasunique1129	1129	100	1		1		99		uhc			5	5000								aura	 109	3	33	allskills		1	2	res-all		32	46	all-stats		29	55	hp		198	297	move1		25	124	ac%		199	497	red-dmg		99	198	swing1		25	124	res-all-max		10	20	oskill	32	3	33						0
jamellasunique1130	1130	100	1		1		99		ush			5	5000								ass		1	5	red-dmg		99	198	cheap		10	20	heal-kill		29	55	levelreq		1	1	demon-heal		29	55																										0
jamellasunique1131	1131	100	1		1		60		ba9			5	5000								aura	 103	3	20	swing1		25	85	levelreq		1	1	ethereal		1	1	vit		60	90	red-dmg%		25	35	dex		60	90	oskill	32	3	20	str		60	90														0
jamellasunique1132	1132	100	1		1		44		ne7			5	5000								nec		1	3	hp		88	132	indestruct		1	1	thorns		44	244	demon-heal		16	27	ac		245	465	ac-hth		245	465	ac-miss		245	465	ease		100	100	levelreq		1	1										0
jamellasunique1133	1133	100	1		1		72		ne9			5	5000								aura	105	3	24	res-all-max		10	20	red-mag		72	144	extra-cold		122	244	move1		25	97	res-cold-max		10	20	demon-heal		23	41																						0
jamellasunique1134	1134	100	1		1		96		rin			5	5000								ass		1	5	abs-cold%		25	50	all-stats		29	53	move1		25	121	addxp		10	20	regen		30	30																										0
jamellasunique1135	1135	100	1		1		5		lax			5	5000								mana%		2	5	res-all-max		10	20	cheap		10	20																																						0
jamellasunique1136	1136	100	1		1		3		spc			5	5000								sor		1	2	extra-ltng		53	106	dmg-ltng		15	30																																						0
jamellasunique1137	1137	100	1		1		14		cst			5	5000								bar		1	2	res-pois-max		10	20	cheap		10	20	demon-heal		8	12	res-pois-len		75	75																														0
jamellasunique1138	1138	100	1		1		21		sbb			5	5000								aura	102	3	7	all-stats		10	16	abs-fire		5	11	regen		30	30	nec		1	2																														0
jamellasunique1139	1139	100	1		1		68		9gw			5	5000								mana%		34	68	res-pois		35	53	extra-pois		118	236	hp		136	204	cast1		15	25	res-pois-max		10	20	demon-heal		22	39	res-pois-len		75	75	mana-kill		22	39	addxp		10	20										0
jamellasunique1140	1140	100	1		1		46		9cm			5	5000								ass		1	3	oskill	81	6	46	aura	102	3	16	enr		46	69	mana%		23	46																														0
jamellasunique1141	1141	100	1		1		63		9fb			5	5000								oskill	32	3	21	all-stats		20	37	res-pois		34	52	dmg-pois	75	315	630	res-pois-len		75	75	demon-heal		20	37	addxp		10	20	mag%		88	176	cheap		10	20														0
jamellasunique1142	1142	100	1		1		55		8ls			5	5000								hp%		27	55	bar		1	4	cast1		15	25	regen-mana		50	50	mana-kill		18	33	mag%		80	160	heal-kill		18	33	ease		100	100	regen		30	30	vit		55	83										0
jamellasunique1143	1143	100	1		1		55		8ws			5	5000								oskill	121	6	55	res-fire-max		10	20	abs-fire%		25	50	cast1		15	25	cheap		10	20	addxp		10	20																										0
jamellasunique1144	1144	100	1		1		48		9xf			5	5000								oskill	58	6	48	aura	118	3	16	mana%		24	48	vit		48	72	ass		1	3	move1		25	73	gold%		146	244	light-thorns		48	96	mana-kill		17	29														0
jamellasunique1145	1145	100	1		1		99		7tk			5	5000								enr		99	149	nec		1	5	mana%		49	99	vit		99	149	hp%		49	99	res-all		32	46																										0
jamellasunique1146	1146	100	1		1		9		ob2			5	5000								ass		1	2	vit		9	14	res-ltng-max		10	20	res-ltng		18	28																																		0
jamellasunique1147	1147	100	1		1		13		hlm			5	5000								sor		1	2	red-dmg%		16	22	move1		25	38																																						0
jamellasunique1148	1148	100	1		1		58		xrs			5	5000								allskills		1	2	res-all		29	41	nofreeze		1	1	heal-kill		19	34	aura	105	3	20	mana		116	174	dmg-to-mana		25	50	gold%		166	274	mana-kill		19	34	mag%		83	166	enr		58	87	extra-cold		108	216		0
jamellasunique1149	1149	100	1		1		67		xtp			5	5000								mana%		33	67	red-mag		67	134	res-all-max		10	20	hp		134	201	dmg-to-mana		25	50	demon-heal		21	39	gold%		184	301	oskill	58	6	67	nofreeze		1	1	move1		25	92										0
jamellasunique1150	1150	100	1		1		99		rin			5	5000								pal		1	5	hp		198	297	res-all-max		10	20	abs-fire		5	50	fireskill		1	6	mana		198	297																										0
jamellasunique1151	1151	100	1		1		3		spc			5	5000								hp%		1	3	dmg-fire		15	30	fireskill		1	2																																						0
jamellasunique1152	1152	100	1		1		14		cst			5	5000								enr		14	21	abs-cold		5	7	extra-cold		64	128																																						0
jamellasunique1153	1153	100	1		1		24		sbb			5	5000								sor		1	2	aura	114	3	8	vit		24	36	enr		24	36	mana		48	72	mana-kill		11	17	half-freeze		1	1	oskill	58	6	24																		0
jamellasunique1154	1154	100	1		1		62		9gw			5	5000								oskill	121	6	62	mana		124	186	regen-mana		50	50	ease		100	100	aura	118	3	21	bar		1	4	hp		124	186																						0
jamellasunique1155	1155	100	1		1		67		9fb			5	5000								ama		1	4	enr		67	101	oskill	81	6	67	dmg-pois	75	335	670	res-pois		35	53	hp		134	201																										0
jamellasunique1156	1156	100	1		1		9		ob2			5	5000								allskills		1	1	res-ltng-max		10	20	regen-mana		50	50	mag%		34	68	addxp		10	20	demon-heal		7	10																										0
